sample,modality,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,aligned_time,time,condition,batch,is_interpolated
239,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_B,False
240,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_B,False
241,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_A,False
242,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_B,False
243,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_A,False
244,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_A,False
245,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_B,False
246,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_B,False
247,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_B,False
248,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_A,False
249,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_B,False
250,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_B,False
251,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_A,False
252,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_B,False
253,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_A,False
254,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_B,False
255,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_B,False
256,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_A,False
257,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_B,False
258,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_B,False
259,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_A,False
260,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_B,False
261,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_B,False
262,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_A,False
263,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_A,False
264,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_B,False
265,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_A,False
266,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_B,False
267,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_B,False
268,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_B,False
269,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_B,False
270,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_B,False
271,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_B,False
272,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_B,False
273,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_A,False
274,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_A,False
275,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_A,False
276,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_B,False
277,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_A,False
278,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_B,False
279,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_A,False
280,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_B,False
281,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_B,False
282,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_A,False
283,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_A,False
284,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_B,False
285,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_A,False
286,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_A,False
287,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_A,False
288,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_A,False
289,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_A,False
290,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_B,False
291,scrna,-0.02656934,-0.08531062,-0.08386759,0.14170662,0.15179,-0.07927258,-0.0273105,-0.2467652,0.17449313,0.10355794,0.0980212,-0.012282615,0.15261358,-0.12191959,0.044388637,-0.032477845,0.023517508,-0.16209385,-0.0069709574,-0.00022026538,-0.15828793,-0.06500805,0.2653547,0.037180346,-0.03110286,-0.013579008,-0.06766083,-0.1100998,-0.07682405,-0.00066696154,-0.08110752,0.091084935,6.0,6.0,LPS_stimulation,donor_B,False
292,scrna,0.012149991,-0.0025863815,0.114569016,-0.22656715,-0.03207635,-0.12679136,-0.0958431,-0.036476925,0.008727504,-0.008866773,-0.0129146315,0.06841758,0.032065198,-0.14334677,-0.0326008,-0.0694299,0.07128727,-0.008422503,-0.033091515,0.006044495,-0.052838087,0.11079938,-0.003750369,-0.16339359,-0.089018285,0.06644933,-0.026290303,-0.012745229,0.15065049,-0.059543118,-0.07181513,0.14083333,12.0,12.0,LPS_stimulation,donor_A,False
293,scrna,-0.01787105,-0.09992936,0.11710358,0.042371873,0.09990654,-0.08529633,0.16063729,0.06294975,0.046624627,0.077570684,0.055662457,0.106063426,0.2027988,-0.18617861,-0.02565205,0.06650606,-0.12257328,0.13972594,0.085718356,-0.012997899,0.10747066,-0.060291886,-0.058762427,-0.19983764,0.032501437,-0.07636827,0.0423451,-0.024219954,0.023956146,0.09508929,-0.06133126,0.09060268,24.0,24.0,LPS_stimulation,donor_A,False
294,scrna,-0.07065245,-0.31013867,-0.078540236,-0.037605118,0.051737167,-0.03342285,0.18941641,-0.028053977,-0.07092167,0.18899558,-0.04022776,0.010148456,0.0143461935,-0.19746202,0.061598334,0.1267059,0.26031202,0.004493338,-0.19084091,-0.059797354,0.08736725,-0.09912467,0.004830002,-0.116048,0.13901633,-0.17418657,0.08740606,0.07679721,-0.113568954,0.012528997,0.0327863,-0.15658629,48.0,48.0,LPS_stimulation,donor_A,False
295,scrna,-0.030444965,-0.048217274,0.03832874,0.02754843,-0.10198543,-0.057460535,0.08795782,-0.049752306,0.28988904,0.034153633,-0.070049144,-0.037354328,0.056412086,0.14403015,-0.047388457,0.044726275,0.02638875,0.12285781,-0.009557455,-0.026286952,-0.18176922,0.12135091,0.11806615,0.012203186,-0.011516836,0.07398521,-0.12315526,0.04822916,0.26692215,0.031819534,-0.08634584,0.18871483,0.0,0.0,LPS_stimulation,donor_A,False
